Info					LAZARUS							OFFICIAL							CHANGES																LEVEL - UP MOVES																											EGG MOVES																	TM/HM MOVES																																						MOVE TUTOR MOVES																								POKEDEX STATS							
Name	Nat #	#	Type		HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	HP	ATK	DEF	SPA	SPD	SPE	BST	Ability 1	Ability 2	Hidden Ability	Evolution	Item 1 - 50%	Item 2 - 5%	Location	Egg Groups		Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 23	Move 24	Move 25	Move 26	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Move 24	Move 25	Move 26	Move 27	Move 28	Move 29	Move 30	Move 31	Move 32	Move 33	Move 34	Move 35	Move 36	Move 37	Move 38	Move 1	Move 2	Move 3	Move 4	Move 5	Move 6	Move 7	Move 8	Move 9	Move 10	Move 11	Move 12	Move 13	Move 14	Move 15	Move 16	Move 17	Move 18	Move 19	Move 20	Move 21	Move 22	Move 23	Sprite #	EV Yield	Height (m)	Weight (kg)	Base Exp.	Catch Rate	Egg Cycles	Base Friendship	Growth Rate
Mienfoo	619	143	Fighting		45	85	50	55	50	65	350	45	85	50	55	50	65	350	0	0	0	0	0	0	0	Inner Focus	Regenerator	Reckless				Pythios Town (wild)	Human-Like	Field	1, Pound	5, Meditate	9, Detect	13, Fake Out	17, Double Slap	21, Swift	25, U-Turn	29, Force Palm	33, Drain Punch	35, Poison Jab	38, Jump Kick	41, Calm Mind	45, Quick Guard	48, Fire Lash	50, High Jump Kick	53, Reversal	57, Aura Sphere											Endure	Vital Throw	Baton Pass	Smelling Salts	Low Kick	Feint	Me First	Knock Off	Ally Switch									TM04 - Calm Mind	TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM53 - Power-Up Punch	HM04 - Strength	HM06 - Rock Smash																			Endure	Mega Kick	Mega Punch	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Swords Dance														619	1 Atk	0.9	20.0	70	180	25	50	Medium Slow
Mienshao	620	144	Fighting		65	127	60	85	75	108	520	65	125	60	95	60	105	510	0	2	0	-10	15	3	10	Inner Focus	Regenerator	Reckless	Lv. 40			Mienfoo (evolve)	Human-Like	Field	Evo, Aerial Ace	1, Aura Sphere	1, Reversal	1, Pound	5, Meditate	9, Detect	13, Fake Out	17, Double Slap	21, Swift	25, U-Turn	29, Force Palm	33, Drain Punch	35, Poison Jab	38, Jump Kick	41, Calm Mind	45, Quick Guard	48, Fire Lash	50, High Jump Kick	53, Reversal	57, Aura Sphere								Endure	Vital Throw	Baton Pass	Smelling Salts	Low Kick	Feint	Me First	Knock Off	Ally Switch									TM04 - Calm Mind	TM06 - Toxic	TM08 - Bulk Up	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM20 - Poison Jab	TM28 - Dig	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM53 - Power-Up Punch	HM04 - Strength	HM06 - Rock Smash																			Double-Edge	Endure	Mega Kick	Mega Punch	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger	Swift	Swords Dance													620	2 Atk	1.4	35.5	179	45	25	50	Medium Slow
Flittle	955	145	Psychic		40	35	40	55	44	71	285	30	35	30	55	30	75	255	10	0	10	0	14	-4	30	Anticipation	Frisk	Speed Boost				Acrisia Mountains Peak, Pythios Town (wild)	Flying	Flying	1, Growl	1, Peck	5, Confusion	8, Baby-Doll Eyes	11, Disarming Voice	14, Quick Attack	17, Teeter Dance	19, Psybeam	24, Pluck	29, Agility	34, Uproar																	Ally Switch	Hypnosis	Roost															TM04 - Calm Mind	TM05 - Psyshock	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM29 - Psychic	TM33 - Reflect	TM37 - Sandstorm	TM42 - Facade	TM44 - Rest	TM46 - Thief	TM48 - Skill Swap	TM54 - Dazzling Gleam																									Endure	Mud-Slap	Sleep Talk	Swift																				955	1 Spe	0.2	1.5	51	120	20	50	Medium Slow
Espathra	956	146	Psychic		95	60	70	101	74	101	501	95	60	60	101	60	105	481	0	0	10	0	14	-4	20	Opportunist	Frisk	Speed Boost	Lv. 30			Kaptara Island W, Pollen Road (wild)	Flying	Flying	Evo, Lumina Crash	1, Growl	1, Peck	1, Drill Peck	1, Feather Dance	5, Confusion	8, Baby-Doll Eyes	11, Disarming Voice	14, Quick Attack	17, Teeter Dance	19, Psybeam	24, Pluck	29, Agility	34, Uproar	37, Dazzling Gleam	43, Psychic	45, No Retreat	50, Last Resort										Ally Switch	Hypnosis	Roost															TM04 - Calm Mind	TM05 - Psyshock	TM11 - Sunny Day	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM23 - Hex	TM29 - Psychic	TM30 - Shadow Ball	TM33 - Reflect	TM37 - Sandstorm	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM46 - Thief	TM48 - Skill Swap	TM54 - Dazzling Gleam	TM57 - Roost																					Body Slam	Double-Edge	Endure	Mud-Slap	Psych Up	Sleep Talk	Swift																	956	2 Spe	1.9	90.0	168	60	20	50	Medium Slow
Vulpix	37	147	Fire	Fairy	38	41	40	65	60	65	309	38	41	40	50	65	65	299	0	0	0	15	-5	0	10	Flash Fire		Drought			Charcoal	Jusmail Town (wild)	Field	Field	1, Ember	4, Tail Whip	7, Roar	9, Baby-Doll Eyes	10, Quick Attack	12, Confuse Ray	15, Fire Spin	18, Disarming Voice	20, Will-O-Wisp	23, Feint Attack	26, Hex	28, Flame Burst	31, Extrasensory	33, Dazzling Gleam	34, Safeguard	36, Flamethrower	39, Imprison	42, Fire Blast	44, Grudge	46, Moonblast	47, Captivate	50, Inferno						Feint Attack	Hypnosis	Flail	Spite	Disable	Howl	Heat Wave	Flare Blitz	Extrasensory	Power Swap	Secret Power	Hex	Tail Slap	Captivate				TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM23 - Hex	TM28 - Dig	TM32 - Double Team	TM33 - Reflect	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM55 - Snarl	TM59 - Dark Pulse																							Body Slam	Double-Edge	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swift																37	1 Spe	0.6	9.9	60	190	20	50	Medium Fast
Ninetales	38	148	Fire	Fairy	73	76	75	101	96	100	521	73	76	75	81	100	100	505	0	0	0	20	-4	0	16	Flash Fire		Drought	Fire Stone		Charcoal	Vulpix (evolve)	Field	Field	1, Ember	4, Tail Whip	7, Roar	9, Baby-Doll Eyes	10, Quick Attack	12, Confuse Ray	15, Fire Spin	18, Disarming Voice	20, Will-O-Wisp	23, Feint Attack	26, Hex	28, Flame Burst	31, Extrasensory	33, Dazzling Gleam	34, Safeguard	36, Flamethrower	39, Imprison	42, Fire Blast	44, Grudge	46, Moonblast	47, Captivate	50, Inferno						Feint Attack	Hypnosis	Flail	Spite	Disable	Howl	Heat Wave	Flare Blitz	Extrasensory	Power Swap	Secret Power	Hex	Tail Slap	Captivate				TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM22 - Solar Beam	TM23 - Hex	TM28 - Dig	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM35 - Flamethrower	TM38 - Fire Blast	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM55 - Snarl	TM59 - Dark Pulse																			Body Slam	Double-Edge	Dream Eater	Endure	Psych Up	Sleep Talk	Snore	Swagger	Swift															38	1 Sp. Def, 1 Spe	1.1	19.9	177	75	20	50	Medium Fast
Honedge	679	149	Steel	Ghost	45	80	100	35	37	28	325	45	80	100	35	37	28	325	0	0	0	0	0	0	0	No Guard						Pythios Town, Sofos City (wild)	Mineral	Mineral	1, Tackle	1, Swords Dance	5, Fury Cutter	8, Metal Sound	13, Pursuit	18, Autotomize	20, Shadow Sneak	22, Aerial Ace	26, Retaliate	29, Slash	32, Iron Defense	35, Night Slash	39, Power Trick	42, Iron Head	45, Phantom Force	47, Sacred Sword	50, Bitter Blade	55, Mighty Cleave										Metal Sound	Shadow Sneak	Destiny Bond	Wide Guard														TM06 - Toxic	TM17 - Protect	TM18 - Rain Dance	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	HM01 - Cut	HM06 - Rock Smash																										Endure	Fury Cutter	Rock Slide	Sleep Talk	Snore	Swagger	Swords Dance																	679	1 Def	0.8	2.0	65	180	20	50	Medium Fast
Doublade	680	150	Steel	Ghost	59	110	150	45	49	35	448	59	110	150	45	49	35	448	0	0	0	0	0	0	0	No Guard			Lv. 32			Kaptara Island E (wild)	Mineral	Mineral	1, Tackle	1, Swords Dance	5, Fury Cutter	8, Metal Sound	13, Pursuit	18, Autotomize	20, Shadow Sneak	22, Aerial Ace	26, Retaliate	29, Slash	32, Iron Defense	35, Night Slash	39, Power Trick	42, Iron Head	45, Phantom Force	47, Sacred Sword	50, Bitter Blade	55, Mighty Cleave										Metal Sound	Shadow Sneak	Destiny Bond	Wide Guard														TM06 - Toxic	TM17 - Protect	TM18 - Rain Dance	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	HM01 - Cut	HM06 - Rock Smash																										Endure	Fury Cutter	Rock Slide	Sleep Talk	Snore	Swagger	Swords Dance																	680	2 Def	0.8	4.5	157	90	20	50	Medium Fast
Aegislash	681	151	Steel	Ghost	60	50	140	50	140	60	500	60	50	140	50	140	60	500	0	0	0	0	0	0	0	Stance Change			Dusk Stone			Doublade (evolve)	Mineral	Mineral	Evo, King's Shield	1, Tackle	1, Swords Dance	5, Fury Cutter	8, Metal Sound	13, Pursuit	18, Autotomize	20, Shadow Sneak	22, Aerial Ace	26, Retaliate	29, Slash	32, Iron Defense	35, Night Slash	39, Power Trick	42, Iron Head	45, Phantom Force	47, Sacred Sword	50, Bitter Blade	55, Mighty Cleave									Metal Sound	Shadow Sneak	Destiny Bond	Wide Guard														TM06 - Toxic	TM11 - Sunny Day	TM17 - Protect	TM18 - Rain Dance	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM33 - Reflect	TM34 - Shock Wave	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	HM01 - Cut	HM06 - Rock Smash																								Endure	Fury Cutter	Rock Slide	Sleep Talk	Snore	Swagger	Swords Dance																	681	2 Def, 1 Sp. Def	1.7	53.0	250	45	20	50	Medium Fast
Dwebble	557	152	Bug	Rock	50	65	85	35	35	55	325	50	65	85	35	35	55	325	0	0	0	0	0	0	0	Sturdy	Shell Armor	Weak Armor			Red Shard	Pythios Town, Marmaro Island (wild)	Mineral	Bug	1, Fury Cutter	5, Rock Blast	7, Withdraw	11, Sand Attack	13, Feint Attack	17, Smack Down	19, Rock Polish	23, Bug Bite	24, Stealth Rock	28, Rock Slide	30, Razor Shell	32, Slash	35, X-Scissor	37, Shell Smash	41, Flail	45, Accelerock	49, Crabhammer	53, Rock Wrecker										Endure	Iron Defense	Night Slash	Sand Tomb	Counter	Curse	Spikes	Block	Wide Guard	Rototiller								TM06 - Toxic	TM17 - Protect	TM20 - Poison Jab	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																						Counter	Endure	Fury Cutter	Rock Slide	Sleep Talk	Snore	Swagger	Swords Dance																557	1 Def	0.3	14.5	65	190	20	50	Medium Fast
Crustle	558	153	Bug	Rock	75	110	125	65	75	45	495	70	105	125	65	75	45	485	5	5	0	0	0	0	10	Sturdy	Shell Armor	Weak Armor	Lv. 30		Hard Stone	Dwebble (evolve)	Mineral	Bug	1, Fury Cutter	5, Rock Blast	7, Withdraw	11, Sand Attack	13, Feint Attack	17, Smack Down	19, Rock Polish	23, Bug Bite	24, Stealth Rock	28, Rock Slide	30, Razor Shell	32, Slash	35, X-Scissor	37, Shell Smash	41, Flail	45, Accelerock	49, Crabhammer	53, Rock Wrecker										Endure	Iron Defense	Night Slash	Sand Tomb	Counter	Curse	Spikes	Block	Wide Guard	Rototiller								TM06 - Toxic	TM17 - Protect	TM20 - Poison Jab	TM22 - Solar Beam	TM26 - Earthquake	TM28 - Dig	TM32 - Double Team	TM37 - Sandstorm	TM39 - Rock Tomb	TM40 - Aerial Ace	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	HM01 - Cut	HM04 - Strength	HM06 - Rock Smash																						Counter	Endure	Fury Cutter	Rock Slide	Sleep Talk	Snore	Swagger	Swords Dance																558	2 Def	1.4	200.0	170	75	20	50	Medium Fast
Minior	774	154	Rock	Flying	60	70	120	60	120	60	490	60	60	100	60	100	60	440	0	10	20	0	20	0	50	Shields Down					Star Piece	Erinys Path W, Erinys Path E (wild)	Mineral	Mineral	1, Tackle	3, Defense Curl	8, Rollout	10, Confuse Ray	13, Gust	16, Swift	17, Ancient Power	22, Self-Destruct	24, Stealth Rock	27, Acrobatics	29, Take Down	31, Autotomize	34, Cosmic Power	37, Power Gem	40, Dazzling Gleam	43, Double-Edge	45, Shell Smash	50, Explosion										Incompatible																	TM04 - Calm Mind	TM06 - Toxic	TM16 - Light Screen	TM17 - Protect	TM22 - Solar Beam	TM26 - Earthquake	TM29 - Psychic	TM32 - Double Team	TM33 - Reflect	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM49 - Bulldoze	TM54 - Dazzling Gleam																							Defense Curl	Double-Edge	Endure	Explosion	Psych Up	Rock Slide	Rollout	Sleep Talk	Snore	Swagger	Swift													774	1 Def, 1 Sp. Def	0.3	40.0	154	30	25	50	Medium Slow
Gastly	92	155	Ghost	Poison	30	35	30	100	35	80	310	30	35	30	100	35	80	310	0	0	0	0	0	0	0	Levitate						Erinys Path E (wild)	Amorphous	Amorphous	1, Hypnosis	1, Lick	5, Spite	8, Mean Look	12, Curse	15, Night Shade	17, Sludge	19, Confuse Ray	22, Sucker Punch	26, Payback	29, Shadow Ball	33, Sludge Bomb	36, Dream Eater	39, Dark Pulse	41, Destiny Bond	45, Hex	49, Nightmare											Psywave	Perish Song	Haze	Astonish	Grudge	Fire Punch	Ice Punch	Thunder Punch	Disable	Scary Face	Clear Smog	Smog	Reflect Type					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM20 - Poison Jab	TM21 - Acid Spray	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM36 - Sludge Bomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM59 - Dark Pulse															Dream Eater	Endure	Explosion	Fire Punch	Ice Punch	Icy Wind	Psych Up	Sleep Talk	Snore	Swagger	Thunder Punch													92	1 Sp. Atk	1.3	0.1	62	190	20	50	Medium Slow
Haunter	93	156	Ghost	Poison	45	50	45	115	55	95	405	45	50	45	115	55	95	405	0	0	0	0	0	0	0	Levitate			Lv. 25			Gastly (evolve)	Amorphous	Amorphous	Evo, Shadow Punch	1, Hypnosis	1, Lick	5, Spite	8, Mean Look	12, Curse	15, Night Shade	17, Sludge	19, Confuse Ray	22, Sucker Punch	26, Payback	29, Shadow Ball	33, Sludge Bomb	36, Dream Eater	39, Dark Pulse	41, Destiny Bond	45, Hex	49, Nightmare										Psywave	Perish Song	Haze	Astonish	Grudge	Fire Punch	Ice Punch	Thunder Punch	Disable	Scary Face	Clear Smog	Smog	Reflect Type					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM20 - Poison Jab	TM21 - Acid Spray	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM36 - Sludge Bomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM54 - Dazzling Gleam	TM59 - Dark Pulse															Dream Eater	Endure	Explosion	Fire Punch	Ice Punch	Icy Wind	Metronome	Psych Up	Sleep Talk	Snore	Swagger	Thunder Punch												93	2 Sp. Atk	1.6	0.1	142	90	20	50	Medium Slow
Gengar	94	157	Ghost	Poison	60	65	60	130	75	110	500	60	65	60	130	75	110	500	0	0	0	0	0	0	0	Levitate			Linking Cord			Haunter (evolve)	Amorphous	Amorphous	Evo, Shadow Punch	1, Hypnosis	1, Lick	5, Spite	8, Mean Look	12, Curse	15, Night Shade	17, Sludge	19, Confuse Ray	22, Sucker Punch	26, Payback	29, Shadow Ball	33, Sludge Bomb	36, Dream Eater	39, Dark Pulse	41, Destiny Bond	45, Hex	49, Nightmare										Psywave	Perish Song	Haze	Astonish	Grudge	Fire Punch	Ice Punch	Thunder Punch	Disable	Scary Face	Clear Smog	Smog	Reflect Type					TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM18 - Rain Dance	TM19 - Giga Drain	TM20 - Poison Jab	TM21 - Acid Spray	TM23 - Hex	TM24 - Thunderbolt	TM25 - Thunder	TM29 - Psychic	TM30 - Shadow Ball	TM31 - Brick Break	TM32 - Double Team	TM36 - Sludge Bomb	TM41 - Torment	TM42 - Facade	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM48 - Skill Swap	TM51 - Will-O-Wisp	TM53 - Power-Up Punch	TM54 - Dazzling Gleam	TM58 - Thunder Wave	TM59 - Dark Pulse	HM04 - Strength	HM06 - Rock Smash										Body Slam	Counter	Double-Edge	Dream Eater	Dynamic Punch	Endure	Explosion	Fire Punch	Ice Punch	Icy Wind	Mega Kick	Mega Punch	Metronome	Psych Up	Seismic Toss	Sleep Talk	Snore	Swagger	Thunder Punch					94	3 Sp. Atk	1.5	40.5	250	45	20	50	Medium Slow
Baltoy	343	158	Ground	Psychic	50	40	55	40	70	55	310	40	40	55	40	70	55	300	10	0	0	0	0	0	10	Levitate		Hustle			Light Clay	Erinys Path W, Sofos City, Palati City (wild)	Mineral	Mineral	1, Harden	1, Confusion	4, Rapid Spin	7, Mud-Slap	10, Heal Block	13, Rock Tomb	16, Psybeam	19, Ancient Power	22, Cosmic Power	25, Power Trick	28, Self-Destruct	31, Extrasensory	31, Psyshield Bash	34, Guard Split	34, Power Split	37, Body Slam	40, Earth Power	46, Sandstorm	48, Diamond Storm	52, Imprison	58, Explosion							Incompatible																	TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM13 - Ice Beam	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM23 - Hex	TM26 - Earthquake	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM48 - Skill Swap	TM49 - Bulldoze	TM54 - Dazzling Gleam	HM05 - Flash															Double-Edge	Dream Eater	Endure	Explosion	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger														343	1 Sp. Def	0.5	21.5	60	255	20	50	Medium Fast
Claydol	344	159	Ground	Psychic	75	65	105	70	120	75	510	60	70	105	70	120	75	500	15	-5	0	0	0	0	10	Levitate		Huge Power	Lv. 36		Light Clay	Kaptara Island W (wild)	Mineral	Mineral	Evo, Signal Beam	1, Hyper Beam	1, Teleport	1, Harden	1, Confusion	4, Rapid Spin	7, Mud-Slap	10, Heal Block	13, Rock Tomb	16, Psybeam	19, Ancient Power	22, Cosmic Power	25, Power Trick	28, Self-Destruct	31, Extrasensory	31, Psyshield Bash	34, Guard Split	34, Power Split	37, Body Slam	40, Earth Power	46, Sandstorm	48, Diamond Storm	52, Imprison	58, Explosion				Incompatible																	TM04 - Calm Mind	TM05 - Psyshock	TM06 - Toxic	TM11 - Sunny Day	TM13 - Ice Beam	TM16 - Light Screen	TM17 - Protect	TM18 - Rain Dance	TM22 - Solar Beam	TM23 - Hex	TM26 - Earthquake	TM28 - Dig	TM29 - Psychic	TM30 - Shadow Ball	TM32 - Double Team	TM33 - Reflect	TM37 - Sandstorm	TM39 - Rock Tomb	TM42 - Facade	TM44 - Rest	TM48 - Skill Swap	TM49 - Bulldoze	TM54 - Dazzling Gleam	HM04 - Strength	HM05 - Flash	HM06 - Rock Smash													Double-Edge	Dream Eater	Endure	Explosion	Mud-Slap	Psych Up	Rock Slide	Sleep Talk	Snore	Swagger														344	2 Sp. Def	1.5	108.0	175	90	20	50	Medium Fast
Salandit	757	160	Poison	Fire	48	44	40	71	40	77	320	48	44	40	71	40	77	320	0	0	0	0	0	0	0	Corrosion		Oblivious			Smoke Ball	Erinys Path E, Fresco Isles, Areios Hideout (wild)	Monster	Dragon	1, Scratch	1, Poison Gas	5, Ember	8, Sweet Scent	13, Dragon Rage	16, Smog	19, Double Slap	22, Sludge	24, Flame Burst	29, Toxic	32, Nasty Plot	35, Fiery Wrath	37, Venoshock	40, Flamethrower	45, Venom Drench	48, Dragon Pulse												Belch	Knock Off	Sand Attack	Snatch	Fake Out													TM02 - Dragon Claw	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM20 - Poison Jab	TM21 - Acid Spray	TM32 - Double Team	TM35 - Flamethrower	TM36 - Sludge Bomb	TM38 - Fire Blast	TM41 - Torment	TM42 - Facade	TM43 - Poison Fang	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	TM58 - Thunder Wave																				Endure	Mud-Slap	Sleep Talk	Snore	Swagger	Swift																		757	1 Spe	0.6	4.8	64	120	20	50	Medium Fast
Salazzle	758	161	Poison	Fire	68	74	60	111	60	117	490	68	64	60	111	60	117	480	0	10	0	0	0	0	10	Corrosion		Oblivious	Lv. 33, Female		Smoke Ball	Salandit (evolve)	Monster	Dragon	Evo, Captivate	1, Disable	1, Encore	1, Torment	1, Swagger	1, Scratch	1, Poison Gas	5, Ember	8, Sweet Scent	13, Dragon Rage	16, Smog	19, Double Slap	22, Sludge	24, Flame Burst	29, Toxic	32, Nasty Plot	35, Fiery Wrath	37, Venoshock	40, Flamethrower	45, Venom Drench	48, Dragon Pulse							Belch	Knock Off	Sand Attack	Snatch	Fake Out													TM02 - Dragon Claw	TM06 - Toxic	TM11 - Sunny Day	TM12 - Taunt	TM17 - Protect	TM20 - Poison Jab	TM21 - Acid Spray	TM32 - Double Team	TM35 - Flamethrower	TM36 - Sludge Bomb	TM38 - Fire Blast	TM41 - Torment	TM42 - Facade	TM43 - Poison Fang	TM44 - Rest	TM45 - Attract	TM46 - Thief	TM51 - Will-O-Wisp	TM58 - Thunder Wave	TM60 - Dragon Dance																			Body Slam	Endure	Mud-Slap	Sleep Talk	Snore	Swagger	Swift																	758	2 Spe	1.2	22.2	168	45	20	50	Medium Fast
Finizen	963	162	Water		70	65	40	45	40	75	335	70	45	40	45	40	75	315	0	20	0	0	0	0	20	Water Veil		Water Veil				Erinys Path E, Marmaro Island, Myrrini Island, Péntepetal City, Pollen Road, Davosi Straits (surf) Sea of Asteri E (dive) Pythios Town, Erinys Path E (GR)(fish)	Field	Water 2	1, Supersonic	1, Water Gun	7, Astonish	10, Focus Energy	13, Aqua Jet	15, Pluck	17, Double Hit	21, Dive	23, Charm	26, Covet	29, Acrobatics	34, Encore	39, Aqua Tail	44, Mist	50, Hydro Pump													Boomburst	Bounce	Counter	Haze	Tickle													TM03 - Water Pulse	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM17 - Protect	TM18 - Rain Dance	TM42 - Facade	TM44 - Rest	TM50 - Deepwater Curse	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																											Body Slam	Counter	Endure	Icy Wind	Psych Up	Sleep Talk	Swift																	963	1 Spe	1.3	60.2	63	200	40	50	Slow
Palafin	964	163	Water		100	80	72	53	62	100	467	100	70	72	53	62	100	457	0	10	0	0	0	0	10	Zero to Hero		Iron Fist	Lv. 38			Finizen (evolve)	Field	Water 2	Evo, Flip Turn	1, Jet Punch	1, Supersonic	1, Water Gun	7, Astonish	10, Focus Energy	13, Aqua Jet	15, Pluck	17, Double Hit	21, Dive	23, Charm	26, Covet	29, Acrobatics	34, Encore	39, Aqua Tail	42, Jet Punch	44, Deepwater Curse	47, Ice Hammer	50, Hydro Pump	53, Meteor Mash	55, Focus Punch	61, Wave Crash						Boomburst	Bounce	Counter	Haze	Tickle													TM03 - Water Pulse	TM07 - Whirlpool	TM08 - Bulk Up	TM12 - Taunt	TM13 - Ice Beam	TM14 - Blizzard	TM15 - Draining Kiss	TM17 - Protect	TM18 - Rain Dance	TM42 - Facade	TM44 - Rest	TM50 - Deepwater Curse	HM03 - Surf	HM07 - Waterfall	HM08 - Dive																								Body Slam	Counter	Endure	Ice Punch	Icy Wind	Psych Up	Sleep Talk	Swift																964	2 HP	1.3	60.2	160	45	40	50	Slow
